,spelling,phonetic,plurality,thirdpp,present_participle,past_tense,past_participle,explains
789,exertion,ɪɡˈzɜːʃn,exertions,,,,,['n. 费力，努力；运用，行使']
790,exhaustion,ɪɡˈzɔːstʃən,,,,,,['n. 筋疲力尽；耗尽，枯竭']
791,existent,,,,,,,
792,existing,ɪɡˈzɪstɪŋ,,,,,,"['adj. 现存的，现行的', 'v. 存在，实有；生活，生活方式（exist 的现在分词形式）']"
793,expectancy,ɪkˈspektənsi,expectancies,,,,,['n. 期待，期望']
794,experienced,ɪkˈspɪəriənst,,,,,,"['adj. 熟练的，有经验的', 'v. 经历，遭遇；体会到，感受到（experience 的过去式和过去分词形式）']"
795,explanatory,ɪkˈsplænət(ə)ri,,,,,,['adj. 解释的，说明的']
796,exploitation,ˌeksplɔɪˈteɪʃ(ə)n,,,,,,['n. 剥削，压榨；开发，开采；（出于私利、不公正的）利用']
797,exploration,ˌekspləˈreɪʃ(ə)n,,,,,,['n. 勘探，勘察；研究，探究']
798,explore,ɪkˈsplɔː(r),,explores,exploring,explored,explored,['v. 探讨，探究；考察，探索；（用手或身体其他部位）探查，仔细检查']
799,exportation,,,,,,,
800,expressive,ɪkˈspresɪv,,,,,,['adj. 富于表情的，富于表现力的；表现的，表达的']
801,expressway,ɪkˈspresweɪ,expressways,,,,,['n. <美>高速公路']
802,extended,ɪkˈstendɪd,,,,,,"['adj. 延长了的，扩展了的；详尽的', 'v. 扩大，延长；延伸；持续（extend 的过去分词形式）']"
803,extraction,ɪkˈstrækʃn,extractions,,,,,['n. 取出，提炼；血统']
804,extremity,ɪkˈstreməti,extremities,,,,,['n. 手足，四肢；尽头，末端；极端，绝境；残酷的手段，非常手段']
805,fabrication,ˌfæbrɪˈkeɪʃn,fabrications,,,,,['n. 捏造的故事，虚构的信息；制造，生产；组装，装配']
806,facial,ˈfeɪʃ(ə)l,facials,,,,,"['adj. 面部的，面部用的', 'n. 面部护理，美容']"
807,facilitation,fəˌsɪlɪˈteɪʃn,,,,,,['n. 简便化，促进；（神经元对刺激反应的）增强']
808,false,fɔːls,,,,,,"['adj. 错误的，不真实的；伪造的；人造的；站不住脚的，全无根据的；不真诚的；不忠诚的；外表上与……相似的；非法的；妄动的', 'adv. 欺诈地']"
809,familiarise,fəˈmɪliəraɪz,,familiarises,familiarising,familiarised,familiarised,['vt. 使熟悉（familiarize 的英式拼写）']
810,familiarize,fəˈmɪliəraɪz,,familiarizes,familiarizing,familiarized,familiarized,['v. 使了解，使熟悉']
811,family,ˈfæməli,families,,,,,"['n. 家，家庭；家属，亲属；家族；子女，孩子；（动植物的）科；语族；祖先； 一窝（动物）； 有组织的犯罪团伙；（具有明显共同特征的）一类东西；（在某些方面）像家人一样的一群人；（数）族；派别；氏族', 'adj. 家庭的；一家所有的；老少咸宜的；全家用的']"
812,farming,ˈfɑːmɪŋ,,,,,,"['n. 农业，农场经营', 'v. 耕种，养殖；（收取一定费用）将（税收）包出；承包，外包（farm 的现在分词形式）']"
813,fascinating,ˈfæsɪneɪtɪŋ,,,,,,"['adj. 极有吸引力的，迷人的', 'v. 深深吸引，迷住（fascinate 的现在分词形式）']"
814,fascination,ˌfæsɪˈneɪʃn,fascinations,,,,,['n. 入迷，着迷；魅力，令人着迷的事物']
815,fascism,ˈfæʃɪzəm,,,,,,['n. 法西斯主义；极端国家主义']
816,fascist,ˈfæʃɪst,fascists,,,,,"['n. 法西斯主义者；极右分子；独断专行的人', 'adj. 法西斯主义的，法西斯的']"
817,fatality,fəˈtæləti,fatalities,,,,,['n. （灾难、事故中的）死亡；致命性；宿命']
818,fatherly,ˈfɑːðəli,,,,,,['adj. 父亲般的，慈父般的']
819,favour,ˈfeɪvə(r),favours,favours,favouring,favoured,favoured,"['n. 支持，喜爱；帮忙，恩惠；偏爱；小礼物；同意性交', 'v. 偏袒，偏爱；支持，更喜欢；有利于；长得像；悉心照料']"
820,favourable,ˈfeɪvərəb(ə)l,,,,,,['adj. 有利的，适宜的；称赞的，赞成的；（价格）优惠的，合理的；有吉兆的，前景乐观的；（风）朝着行进方向吹的']
821,favourite,ˈfeɪvərɪt,favourites,favourites,favouriting,favourited,favourited,"['adj. 特别受喜爱的', 'n. 特别喜爱的人（或事物）；最有希望获胜者；收藏夹，书签', 'v. 把……添加到收藏夹']"
822,feasibility,ˌfiːzəˈbɪləti,,,,,,['n. 可行性，可能性']
823,february,ˈfebruəri,,,,,,['n. 二月']
824,feminism,ˈfemənɪzəm,,,,,,['n. 女权主义，男女平等主义；女权运动']
825,fertiliser,ˈfɜːtəlaɪzə(r),,,,,,['n. 化肥（fertilizer 的英式拼写）']
826,fertility,fəˈtɪləti,,,,,,['n. 肥沃，富饶；可繁殖性，生育能力；（思想的）丰富，多产']
827,feverish,ˈfiːvərɪʃ,,,,,,['adj. 发烧的，发热的；狂热的，极度兴奋的']
828,fibre,ˈfaɪbə(r),fibres,,,,,['n. （食物的）纤维素；（布、绳等的）纤维，丝；（神经或肌肉）纤维；素质，品质；织物，纤维制品']
829,fictional,ˈfɪkʃənl,,,,,,['adj. 虚构的，小说（中）的']
830,fifteen,ˌfɪfˈtiːn,fifteens,,,,,"['n. 十五；十五个；十五人组成的橄榄球队', 'adj. 十五的', 'num. 十五']"
831,fifth,fɪfθ,fifths,,,,,"['adj. 第五的；五分之一的', 'n. 第五；五分之一', 'num. 第五']"
832,fifty,ˈfɪfti,fifties,,,,,"['n. 五十；五十个；编号为50的东西', 'adj. 五十的；五十个的；众多的']"
833,filling,ˈfɪlɪŋ,fillings,,,,,"['adj. （食品）给人以满足感的，使人得到享受的；容易填饱肚子的', 'n. 填补物；（靠垫、枕头等的）填充料；（糕点或馅饼里的）馅，夹心', '【名】 （Filling）（瑞典）菲林（人名）', 'v. （使）充满，占满；堵塞，填补；满足（fill 的现在分词形式）']"
834,finalise,,,,,,,
835,finalize,ˈfaɪnəlaɪz,,finalizes,finalizing,finalized,finalized,['v. 最后决定，敲定；结束谈判，完成协议（或安排）']
836,fingerprint,ˈfɪŋɡəprɪnt,fingerprints,fingerprints,fingerprinting,fingerprinted,fingerprinted,"['n. 指纹，手印；区别性特征；指纹图谱', 'v. 指纹采样']"
837,fireworks,ˈfaɪəwɜːks,,,,,,['n. 烟火（firework 的复数形式）；激烈争论']
838,first,fɜːst,firsts,,,,,"['det. 第一位的，最先的；首（次）的；（某一时间或某事后的）紧接着来到的；（一列中）最前面的；最重要的；（用于工作或职位的头衔中）最高的；最迫切的，最合适的', 'adv. 第一，最初；起初；第一次；（列举时用）首先；（强调不愿意）宁可；以身体的某一部位（或某人）在先（或为首）', 'n. 第一个人（或事物)；前所未有的事情；（汽车、自行车等的）最低档；（英国大学学位）最高成绩；（棒球）第一垒；一等品', 'pron. 第一次', '【名】 （First）（美）菲尔斯特（人名）']"
839,firstly,ˈfɜːstli,,,,,,['adv. （用于引出一系列陈述）首先，第一']
840,fish,fɪʃ,fish或fishes,fishes,fishing,fished,fished,"['n. 鱼；鱼肉；双鱼座；接合板；<非正式>鱼雷；<非正式>（在某方面怪异的）怪人', 'v. 钓鱼，捕鱼；搜寻；在……中捕鱼；打听消息；用接合板修补', '【名】 （Fish）（美、爱）菲施（人名）']"
841,fishing,ˈfɪʃɪŋ,,,,,,"['n. 钓鱼，捕鱼', 'v. 钓鱼，捕鱼（fish 的现在分词形式）']"
842,five,faɪv,fives,,,,,"['n. 五，五个；五美元钞票', 'num. 五，五个', 'adj. 五的；五个的', 'n. （Five）人名；（挪）菲弗']"
843,fixation,fɪkˈseɪʃn,fixations,,,,,['n. 专注，迷恋；（心理分析）固恋，固着；固化，加固；定影，定像']
844,fixed,fɪkst,,,,,,"['adj. 固定的；（神情）僵硬的；确定的，不变的；顽固的，固执的；（比赛、选举等）被操纵的；<美，非正式>（经济上）处境……的；不易挥发的，形成化合物的', 'v. 修理（fix 的过去式和过去分词形式）']"
845,flank,flæŋk,flanks,flanks,flanking,flanked,flanked,"['n. 胁腹；（军队或球队的）翼侧，侧面；（大型物体的）一侧，一边', 'v. 侧面有；位于……的两侧；侧攻', '【名】 （Flank）（法）弗朗克，（瑞典、匈）弗兰克（人名）']"
846,flattery,ˈflætəri,flatteries,,,,,['n. 奉承，讨好']
847,flavour,ˈfleɪvə(r),flavours,flavours,flavouring,flavoured,flavoured,"['n. 特色，特点；调味品，调味香料；<非正式>种类；衍生系统；味，味道', 'v. 给……调味；使（艺术品、文章等）具有某种特点']"
848,flawless,ˈflɔːləs,,,,,,['adj. 完美的，无暇的']
849,flexibility,ˌfleksəˈbɪləti,,,,,,['n. 灵活性；弹性，柔性']
850,flirtation,flɜːˈteɪʃn,flirtations,,,,,['n. 调情；一时兴起，逢场作戏；短暂的风流韵事']
851,fluctuation,ˌflʌktʃuˈeɪʃn,fluctuations,,,,,['n. 波动，起伏']
852,fluency,ˈfluːənsi,,,,,,['n. （说话）流利；（做事）流畅，娴熟']
853,foe,fəʊ,,,,,,['n. 敌人，对头']
854,foggy,ˈfɒɡi,,,,,,['adj. 有雾的，雾气茫茫的；迷糊的，朦胧的；模糊的，糊涂的']
855,football,ˈfʊtbɔːl,footballs,,,,,['n. 足球运动；橄榄球运动；足球，橄榄球；屡起争议的课题，被踢来踢去的难题；（尤指别具一格的）足球风格，踢法']
856,footprint,ˈfʊtprɪnt,footprints,,,,,['n. 脚印，足迹；占用空间；覆盖区']
857,for,fə(r),,,,,,"['prep. （表示对象、用途等）给，对；为了，以帮助；（表示感情所针对的人或事物）为，对；代表 （某团体或机构）；受雇于；意思是；支持，拥护；以（提及物）为目的（或功能）；（表示结果）因为，由于；为得到，为获取；以……为交换，以……为代价；就……而言；……后（更好、更快乐等）；（表示去向）往，向；（表示一段时间）达，计；（安排或预定）在……时；为 （某场合）；用于表示延伸的距离；对（某人）来说（困难、必需、愉快等）；是……的义务（或责任）；要不是；对应 （用于比较不同事物间的价值或品质）；想要；取（某人的）名；表名单或系列中的某些部分', 'conj. <文>因为，由于', 'abbr. 外国（foreign）；林业（forestry）', 'adv. 支持地']"
858,forceful,ˈfɔːsfl,,,,,,['adj. 有魄力的；有力的，有说服力的']
859,foreseeable,fɔːˈsiːəb(ə)l,,,,,,['adj. 可预知的，可预料的']
860,foretell,fɔːˈtel,,foretells,foretelling,foretold,foretold,['v. 预言，预测']
861,forever,fərˈevə(r),,,,,,"['adv. 永远；完全地，永恒地；<非正式>长久地；<非正式>老是，没完没了地；万岁（用在物或人名后，表示支持的口号）', 'n. 极长的时间，永恒', 'adj. 长期的，永久的']"
862,forgetful,fəˈɡetfl,,,,,,['adj. 健忘的，记性差的；疏忽的，不经心的']
863,forgettable,fəˈɡetəbl,,,,,,['adj. 易被忘记的，不值得记住的']
864,forgiving,fəˈɡɪvɪŋ,,,,,,"['adj. 宽容的，慈悲的；容许失误的，考虑到弱点的；（物件）易于摆弄的，安全的', 'v. 原谅，宽恕；免除，取消（债务）（forgive 的现在分词形式）']"
865,formulation,ˌfɔːmjuˈleɪʃn,formulations,,,,,['n. （政策、计划等的）制定，构想；（想法的）阐述方式，表达方法；（药品或化妆品的）配方，配方产品']
866,fortification,ˌfɔːtɪfɪˈkeɪʃn,fortifications,,,,,['n. 碉堡，防御工事；强化，设防']
867,forty,ˈfɔːti,forties,,,,,"['n. 四十', 'adj. 四十的；四十个的']"
868,founding,ˈfaʊndɪŋ,,,,,,"['n. （组织、公司、学校等的）创建，创办', 'adj. 创办的，建立的', 'v. 创办，成立；建造，兴建；根据，以……为基础（found 的现在分词形式）']"
869,four,fɔː(r),fours,,,,,"['num. 四，四个', 'n. 四个人（或事）的一组；（板球）四分的一击；（衣服等）四号；四点的纸牌；四浆赛艇，四人划船队', 'adj. 四的；四个的', 'n. （Four）（法、美）福尔（人名）']"
870,fourteen,ˌfɔːˈtiːn,fourteens,,,,,"['num. 十四；十四个；十四岁', 'n. 十四的记号；十四岁；十四点钟', 'adj. 十四的；十四个的；十四岁的']"
871,fox,fɒks,foxes或fox,,,,,"['n. 狐狸；狐裘；狡猾的人；<非正式> 妖精，性感的人；福克斯族，福克斯族语；<非正式>妖精，性感的人', 'v. 欺骗，耍弄；把……难住，使……猜不透', '【名】  （Fox） （英、美、德、丹、爱）福克斯（人名）']"
872,fragility,frəˈdʒɪləti,,,,,,['n. 脆弱，易碎（性）；虚弱']
873,fragmentary,ˈfræɡmənt(ə)ri,,,,,,['adj. 支离破碎的，不完整的']
874,fragmentation,ˌfræɡmenˈteɪʃn,,,,,,['n. 破碎，分裂；分段储存']
875,franchise,ˈfræntʃaɪz,franchises,franchises,franchising,franchised,franchised,"['n. 特许经营权；获特许经营权的企业（商店）；公民权，选举权；<美，非正式>职业运动队；<美>（由运动联合会授予的）会员运动队拥有权；特许经营品牌（或创意）', 'v. 给予特许经销权；给予……公民权（或选举权）']"
876,frantically,ˈfræntɪkli,,,,,,['adv. 紧张忙乱地；发狂似地，情绪失控地']
877,freeway,ˈfriːweɪ,freeways,,,,,['n. <美>高速公路']
878,freshman,ˈfreʃmən,freshmen,,,,,['n. <美>（中学或大学的）一年级学生；<美> 新手；新手']
879,friday,ˈfraɪdeɪ,,,,,,['n. 星期五；忠仆']
880,friend,frend,friends,friends,friending,friended,friended,"['n. 朋友，友人；（社交网站上的）好友；（与……是） 朋友，朋友关系（friends）；（组织或政治运动等的）支持者，（尤指）赞助者；自己人，同盟者；熟悉（或有帮助）的事物；相识的人，（偶然遇见的）陌生人（常作礼貌称呼语或讽刺用语）；友好国家；愚蠢的、讨厌的人（指做傻事或烦人的事而说话者不认识的人）；<英>（议员间或律师间的一种称呼）朋友，阁下，同人；（基督教）公谊会教友，贵格会成员，教友派信徒（Friend）', 'v. （在社交网站上） 把（某人）加为好友；<古>与……为友，帮助；和……有性关系', '【名】 （Friend）（英）弗兰德（人名）']"
881,friendship,ˈfrendʃɪp,friendships,,,,,"['n. 友谊，朋友关系；友情，友好；（国家或政府之间的）友好关系', '【名】 （Friendship）（英）弗兰德希普（人名）']"
882,frosty,ˈfrɒsti,,,,,,['adj. 严寒的，霜冻的；覆盖着霜的，结霜的；不友好的，冷淡的；（须、发等）年老变白的']
883,frustrating,frʌˈstreɪtɪŋ,,,,,,"['adj. 令人懊恼的，令人沮丧的', 'v. 使懊恼，使沮丧；挫败，阻挠；受挫（frustrate 的现在分词形式）']"
884,frustration,frʌˈstreɪʃ(ə)n,frustrations,,,,,['n. 懊恼，沮丧；受阻，挫败；令人懊丧（或懊恼、沮丧）的事物']
885,fuck,fʌk,,,,,,"['v. 与……性交；破坏，搞糟；欺骗，戏弄；（表示气愤、厌恶、惊奇的粗话）他妈的，滚他妈的蛋', 'n. 性交；（用于强调或表示气愤、厌恶或惊奇）他妈的（the fuck）；性交对象；一丁点，些微；笨蛋，讨厌鬼', 'int. 他妈的，见鬼']"
886,fulfillment,fʊlˈfɪlmənt,,,,,,['n. 履行；实行；满足（感）']
887,fulfilment,fʊlˈfɪlmənt,,,,,,['n. 满足感，成就感；履行，实现；发生，应验']
888,fun,fʌn,,funs,funning,funned,funned,"['n. 乐趣，享受；嬉戏，玩笑', 'adj. 有趣的，令人愉快的', 'v. <美，非正式> 开玩笑，取笑']"
889,funding,ˈfʌndɪŋ,,,,,,"['n. 专款，拨款', 'v. 资助，为……提供资金（fund 的现在分词形式）']"
890,gadgetry,ˈɡædʒɪtri,,,,,,['n. （统称）小器具，小装置']
891,gangster,ˈɡæŋstə(r),gangsters,,,,,['n. 歹徒，匪徒']
892,gardener,ˈɡɑːdnə(r),gardeners,,,,,"['n. 园丁；花匠；园艺家', 'n. （Gardener）人名；（英）加德纳']"
893,gardening,ˈɡɑːdnɪŋ,,,,,,['n. 园艺；园林工人的工作']
894,gathering,ˈɡæðərɪŋ,gatherings,,,,,"['n. 聚集，聚会；搜集，采集', 'v. 聚集，召集；收集，采集；认为，推断（gather 的现在分词形式）']"
895,generalise,ˈdʒen(ə)rəlaɪz,,generalises,generalising,generalised,generalised,"['vt. 概括；归纳；普及（generalize 的英式拼写）', 'vi. 推广；笼统地讲；概括（generalize 的英式拼写）']"
896,generally,ˈdʒenrəli,,,,,,['adv. 笼统地，大概；通常，普遍地']
897,genetically,dʒəˈnetɪkli,,,,,,['adv. 基因地，遗传地']
898,geographic,ˌdʒiːəˈɡræfɪk,,,,,,['adj. 地理的，地理学的']
899,geographically,ˌdʒiːəˈɡræfɪkli,,,,,,['adv. 在地理上，地理学上']
900,geological,ˌdʒiːəˈlɒdʒɪkl,,,,,,['adj. 地质的，地质学的']
901,geologically,ˌdʒiːəˈlɒdʒɪkli,,,,,,['adv. 从地质学角度']
902,geometric,ˌdʒiːəˈmetrɪk,,,,,,"['adj. 几何图形的；几何的，几何学的；（与）英国早期花格窗饰（有关）的', 'n. 几何图形，几何模型']"
903,geometrically,ˌdʒiːəˈmetrɪkli,,,,,,['adv. 用几何学；几何学上地；按几何级数地']
904,gifted,ˈɡɪftɪd,,,,,,"['adj. 有天赋的，有才华的；聪慧的，有特长的', 'v. 赠送；（无意中）让（对手）获得（gift 的过去式和过去分词形式）']"
905,girl,ɡɜːl,girls,,,,,"['n. 女孩；姑娘，未婚女子；女职员，女演员；（男人的）女朋友', 'n. (Girl)（捷）吉尔（人名）']"
906,given,ˈɡɪv(ə)n,,,,,,"['adj. 规定的，指定的；倾向于；<古>（文件）（已在某日期由某人）签署的；赠送的；假定的，假设的', 'prep. 考虑到；如果，倘若', 'n. 假定事实', 'v.  给予（give 的过去分词形式）', '【名】 （Given）（英、土）吉文（人名）']"
